idx,idx1,idx2,address1,address2,opcode1,opcode2,instruction1,instruction2,matching1,src_file,srccode
244,244,244,0188,0188,00,00,nop,nop,nop,agon_init.asm,
245,245,245,0189,0189,00,00,nop,nop,nop,agon_init.asm,
246,246,246,018a,018a,00,00,nop,nop,nop,agon_init.asm,
247,247,247,018b,018b,00,00,nop,nop,nop,agon_init.asm,
248,248,248,018c,018c,00,00,nop,nop,nop,agon_init.asm,
249,249,249,018d,018d,00,00,nop,nop,nop,agon_init.asm,
250,250,250,018e,018e,00,00,nop,nop,nop,agon_init.asm,
251,251,251,018f,018f,00,00,nop,nop,nop,agon_init.asm,
252,252,252,0190,0190,00,00,nop,nop,nop,agon_init.asm,
253,253,253,0191,0191,00,00,nop,nop,nop,agon_init.asm,
254,254,254,0192,0192,00,00,nop,nop,nop,agon_init.asm,
255,255,255,0193,0193,00,00,nop,nop,nop,agon_init.asm,
256,256,256,0194,0194,00,00,nop,nop,nop,agon_init.asm,
257,257,257,0195,0195,dd e5,dd e5,push ix,push ix,push ix,agon_graphics.asm,MODE_:			PUSH	IX			; Get the system vars in IX
258,258,258,0197,0197,3e 08,3e 08,"ld a,$08","ld a,$08","ld a,$00",agon_graphics.asm,"LD	A, function"
259,259,259,0199,0199,49 cf,49 cf,rst.lis $08,rst.lis $08,rst.lis $00,agon_graphics.asm,RST.LIS	08h
260,260,260,019b,019b,5b dd cb 04 a6,5b dd cb 04 a6,"res.lil 4,(ix+$04)","res.lil 4,(ix+$04)","res.lil 4,(ix+$00)",agon_graphics.asm,"RES.LIL	4, (IX+sysvar_vpd_pflags)"
261,261,261,01a0,01a0,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,agon_graphics.asm,CALL    EXPRI
262,262,262,01a3,01a3,d9,d9,exx,exx,exx,agon_graphics.asm,EXX
263,263,263,01a4,01a4,3e 16,3e 16,"ld a,$16","ld a,$16","ld a,$00",agon_graphics.asm,"LD      A, VAL"
264,264,264,01a6,01a6,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
265,265,265,01a9,01a9,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD      A, VAL"
266,266,266,01aa,01aa,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
267,267,267,01ad,01ad,3e 08,3e 08,"ld a,$08","ld a,$08","ld a,$00",agon_graphics.asm,"LD	A, function"
268,268,268,01af,01af,49 cf,49 cf,rst.lis $08,rst.lis $08,rst.lis $00,agon_graphics.asm,RST.LIS	08h
269,269,269,01b1,01b1,5b dd cb 04 66,5b dd cb 04 66,"bit.lil 4,(ix+$04)","bit.lil 4,(ix+$04)","bit.lil 4,(ix+$00)",agon_graphics.asm,"@@:			BIT.LIL	4, (IX+sysvar_vpd_pflags)"
270,270,270,01b6,01b6,28 f9,28 f9,"jr z,$-$05","jr z,$-$05","jr z,$-$00",agon_graphics.asm,"JR	Z, @B			; Wait for the result"
271,271,271,01b8,01b8,dd e1,dd e1,pop ix,pop ix,pop ix,agon_graphics.asm,POP	IX
272,272,272,01ba,01ba,c3 1d 25,c3 99 24,jp $251d,jp $2499,jp $0000,agon_graphics.asm,JP	XEQ
273,273,289,01bd,01db,dd e5,dd e5,push ix,push ix,push ix,agon_graphics.asm,GETSCHR_1:		PUSH	IX			; Get the system vars in IX
274,274,290,01bf,01dd,3e 08,3e 08,"ld a,$08","ld a,$08","ld a,$00",agon_graphics.asm,"LD	A, function"
275,275,291,01c1,01df,49 cf,49 cf,rst.lis $08,rst.lis $08,rst.lis $00,agon_graphics.asm,RST.LIS	08h
276,276,292,01c3,01e1,5b dd cb 04 8e,5b dd cb 04 8e,"res.lil 1,(ix+$04)","res.lil 1,(ix+$04)","res.lil 1,(ix+$00)",agon_graphics.asm,"RES.LIL	1, (IX+sysvar_vpd_pflags)"
277,277,293,01c8,01e6,3e 17,3e 17,"ld a,$17","ld a,$17","ld a,$00",agon_graphics.asm,"LD      A, VAL"
278,278,294,01ca,01e8,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
279,279,295,01cd,01eb,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",agon_graphics.asm,"LD      A, VAL"
280,280,296,01cf,01ed,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
281,281,297,01d2,01f0,3e 83,3e 83,"ld a,$83","ld a,$83","ld a,$00",agon_graphics.asm,"LD      A, VAL"
282,282,298,01d4,01f2,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
283,283,299,01d7,01f5,7b,7b,"ld a,e","ld a,e","ld a,e",agon_graphics.asm,"LD      A, VAL"
284,284,300,01d8,01f6,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
285,285,301,01db,01f9,7a,7a,"ld a,d","ld a,d","ld a,d",agon_graphics.asm,"LD      A, VAL"
286,286,302,01dc,01fa,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
287,287,303,01df,01fd,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD      A, VAL"
288,288,304,01e0,01fe,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
289,289,305,01e3,0201,7c,7c,"ld a,h","ld a,h","ld a,h",agon_graphics.asm,"LD      A, VAL"
290,290,306,01e4,0202,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
291,291,307,01e7,0205,5b dd cb 04 4e,5b dd cb 04 4e,"bit.lil 1,(ix+$04)","bit.lil 1,(ix+$04)","bit.lil 1,(ix+$00)",agon_graphics.asm,"@@:			BIT.LIL	1, (IX+sysvar_vpd_pflags)"
292,292,308,01ec,020a,28 f9,28 f9,"jr z,$-$05","jr z,$-$05","jr z,$-$00",agon_graphics.asm,"JR	Z, @B			; Wait for the result"
293,293,309,01ee,020c,5b dd 7e 09,5b dd 7e 09,"ld.lil a,(ix+$09)","ld.lil a,(ix+$09)","ld.lil a,(ix+$00)",agon_graphics.asm,"LD.LIL	A, (IX+sysvar_scrchar)	; Fetch the result in A"
294,294,310,01f2,0210,b7,b7,or a,or a,or a,agon_graphics.asm,OR	A			; Check for 00h
295,295,311,01f3,0211,37,37,scf,scf,scf,agon_graphics.asm,SCF				; C = character map
296,296,312,01f4,0212,20 01,20 01,"jr nz,$+$03","jr nz,$+$03","jr nz,$+$00",agon_graphics.asm,"JR	NZ, @F			; We have a character, so skip next bit"
297,297,313,01f6,0214,af,af,xor a,xor a,xor a,agon_graphics.asm,XOR	A			; Clear carry
298,298,314,01f7,0215,dd e1,dd e1,pop ix,pop ix,pop ix,agon_graphics.asm,@@:			POP	IX
299,299,315,01f9,0217,c9,c9,ret,ret,ret,agon_graphics.asm,RET
300,300,316,01fa,0218,dd e5,dd e5,push ix,push ix,push ix,agon_graphics.asm,POINT_:			PUSH	IX			; Get the system vars in IX
301,301,317,01fc,021a,3e 08,3e 08,"ld a,$08","ld a,$08","ld a,$00",agon_graphics.asm,"LD	A, function"
302,302,318,01fe,021c,49 cf,49 cf,rst.lis $08,rst.lis $08,rst.lis $00,agon_graphics.asm,RST.LIS	08h
303,303,319,0200,021e,5b dd cb 04 96,5b dd cb 04 96,"res.lil 2,(ix+$04)","res.lil 2,(ix+$04)","res.lil 2,(ix+$00)",agon_graphics.asm,"RES.LIL	2, (IX+sysvar_vpd_pflags)"
304,304,320,0205,0223,3e 17,3e 17,"ld a,$17","ld a,$17","ld a,$00",agon_graphics.asm,"LD      A, VAL"
305,305,321,0207,0225,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
306,306,322,020a,0228,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",agon_graphics.asm,"LD      A, VAL"
307,307,323,020c,022a,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
308,308,324,020f,022d,3e 84,3e 84,"ld a,$84","ld a,$84","ld a,$00",agon_graphics.asm,"LD      A, VAL"
309,309,325,0211,022f,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
310,310,326,0214,0232,7b,7b,"ld a,e","ld a,e","ld a,e",agon_graphics.asm,"LD      A, VAL"
311,311,327,0215,0233,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
312,312,328,0218,0236,7a,7a,"ld a,d","ld a,d","ld a,d",agon_graphics.asm,"LD      A, VAL"
313,313,329,0219,0237,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
314,314,330,021c,023a,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD      A, VAL"
315,315,331,021d,023b,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
316,316,332,0220,023e,7c,7c,"ld a,h","ld a,h","ld a,h",agon_graphics.asm,"LD      A, VAL"
317,317,333,0221,023f,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
318,318,334,0224,0242,5b dd cb 04 56,5b dd cb 04 56,"bit.lil 2,(ix+$04)","bit.lil 2,(ix+$04)","bit.lil 2,(ix+$00)",agon_graphics.asm,"@@:			BIT.LIL	2, (IX+sysvar_vpd_pflags)"
319,319,335,0229,0247,28 f9,28 f9,"jr z,$-$05","jr z,$-$05","jr z,$-$00",agon_graphics.asm,"JR	Z, @B			; Wait for the result"
320,320,336,022b,0249,5b dd 7e 16,5b dd 7e 16,"ld.lil a,(ix+$16)","ld.lil a,(ix+$16)","ld.lil a,(ix+$00)",agon_graphics.asm,"LD.LIL	A, (IX+sysvar_scrpixelIndex)"
321,321,337,022f,024d,dd e1,dd e1,pop ix,pop ix,pop ix,agon_graphics.asm,POP	IX
322,322,338,0231,024f,c9,c9,ret,ret,ret,agon_graphics.asm,RET
323,323,339,0232,0250,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,agon_graphics.asm,COLOUR_:		CALL	EXPRI			; The colour / mode
324,324,340,0235,0253,d9,d9,exx,exx,exx,agon_graphics.asm,EXX
325,325,341,0236,0254,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD	A, L"
326,326,342,0237,0255,32 00 53,32 00 52,"ld ($5300),a","ld ($5200),a","ld ($0000),a",agon_graphics.asm,"LD	(VDU_BUFFER+0), A	; Store first parameter"
327,327,343,023a,0258,cd 8f 45,cd 0b 45,call $458f,call $450b,call $0000,agon_graphics.asm,CALL	NXT			; Are there any more parameters?
328,328,344,023d,025b,fe 2c,fe 2c,cp $2c,cp $2c,cp $00,agon_graphics.asm,"CP	','"
329,329,345,023f,025d,28 0e,28 0e,"jr z,$+$10","jr z,$+$10","jr z,$+$00",agon_graphics.asm,"JR	Z, COLOUR_1		; Yes, so we're doing a palette change next"
330,330,346,0241,025f,3e 11,3e 11,"ld a,$11","ld a,$11","ld a,$00",agon_graphics.asm,"LD      A, VAL"
331,331,347,0243,0261,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
332,332,348,0246,0264,3a 00 53,3a 00 52,"ld a,($5300)","ld a,($5200)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
333,333,349,0249,0267,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
334,334,350,024c,026a,c3 1d 25,c3 99 24,jp $251d,jp $2499,jp $0000,agon_graphics.asm,JP	XEQ
335,335,351,024f,026d,cd 26 21,cd a2 20,call $2126,call $20a2,call $0000,agon_graphics.asm,COLOUR_1:		CALL	COMMA
336,336,352,0252,0270,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,agon_graphics.asm,CALL	EXPRI			; Parse R (OR P)
337,337,353,0255,0273,d9,d9,exx,exx,exx,agon_graphics.asm,EXX
338,338,354,0256,0274,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD	A, L"
339,339,355,0257,0275,32 01 53,32 01 52,"ld ($5301),a","ld ($5201),a","ld ($0000),a",agon_graphics.asm,"LD	(VDU_BUFFER+1), A"
340,340,356,025a,0278,cd 8f 45,cd 0b 45,call $458f,call $450b,call $0000,agon_graphics.asm,CALL	NXT			; Are there any more parameters?
341,341,357,025d,027b,fe 2c,fe 2c,cp $2c,cp $2c,cp $00,agon_graphics.asm,"CP	','"
342,342,358,025f,027d,28 23,28 23,"jr z,$+$25","jr z,$+$25","jr z,$+$00",agon_graphics.asm,"JR	Z, COLOUR_2		; Yes, so we're doing COLOUR L,R,G,B"
343,343,359,0261,027f,3e 13,3e 13,"ld a,$13","ld a,$13","ld a,$00",agon_graphics.asm,"LD      A, VAL"
344,344,360,0263,0281,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
345,345,361,0266,0284,3a 00 53,3a 00 52,"ld a,($5300)","ld a,($5200)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
346,346,362,0269,0287,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
347,347,363,026c,028a,3a 01 53,3a 01 52,"ld a,($5301)","ld a,($5201)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
348,348,364,026f,028d,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
349,349,365,0272,0290,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",agon_graphics.asm,"LD      A, VAL"
350,350,366,0274,0292,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
351,351,367,0277,0295,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",agon_graphics.asm,"LD      A, VAL"
352,352,368,0279,0297,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
353,353,369,027c,029a,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",agon_graphics.asm,"LD      A, VAL"
354,354,370,027e,029c,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
355,355,371,0281,029f,c3 1d 25,c3 99 24,jp $251d,jp $2499,jp $0000,agon_graphics.asm,JP	XEQ
356,356,372,0284,02a2,cd 26 21,cd a2 20,call $2126,call $20a2,call $0000,agon_graphics.asm,COLOUR_2:		CALL	COMMA
357,357,373,0287,02a5,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,agon_graphics.asm,CALL	EXPRI			; Parse G
358,358,374,028a,02a8,d9,d9,exx,exx,exx,agon_graphics.asm,EXX
359,359,375,028b,02a9,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD	A, L"
360,360,376,028c,02aa,32 02 53,32 02 52,"ld ($5302),a","ld ($5202),a","ld ($0000),a",agon_graphics.asm,"LD	(VDU_BUFFER+2), A"
361,361,377,028f,02ad,cd 26 21,cd a2 20,call $2126,call $20a2,call $0000,agon_graphics.asm,CALL	COMMA
362,362,378,0292,02b0,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,agon_graphics.asm,CALL	EXPRI			; Parse B
363,363,379,0295,02b3,d9,d9,exx,exx,exx,agon_graphics.asm,EXX
364,364,380,0296,02b4,7d,7d,"ld a,l","ld a,l","ld a,l",agon_graphics.asm,"LD	A, L"
365,365,381,0297,02b5,32 03 53,32 03 52,"ld ($5303),a","ld ($5203),a","ld ($0000),a",agon_graphics.asm,"LD	(VDU_BUFFER+3), A"
366,366,382,029a,02b8,3e 13,3e 13,"ld a,$13","ld a,$13","ld a,$00",agon_graphics.asm,"LD      A, VAL"
367,367,383,029c,02ba,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
368,368,384,029f,02bd,3a 00 53,3a 00 52,"ld a,($5300)","ld a,($5200)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
369,369,385,02a2,02c0,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
370,370,386,02a5,02c3,3e ff,3e ff,"ld a,$ff","ld a,$ff","ld a,$00",agon_graphics.asm,"LD      A, VAL"
371,371,387,02a7,02c5,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
372,372,388,02aa,02c8,3a 01 53,3a 01 52,"ld a,($5301)","ld a,($5201)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
373,373,389,02ad,02cb,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
374,374,390,02b0,02ce,3a 02 53,3a 02 52,"ld a,($5302)","ld a,($5202)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
375,375,391,02b3,02d1,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
376,376,392,02b6,02d4,3a 03 53,3a 03 52,"ld a,($5303)","ld a,($5203)","ld a,($0000)",agon_graphics.asm,"LD      A, VAL"
377,377,393,02b9,02d7,cd 97 05,cd b1 05,call $0597,call $05b1,call $0000,agon_graphics.asm,CALL    OSWRCH
378,378,394,02bc,02da,c3 1d 25,c3 99 24,jp $251d,jp $2499,jp $0000,agon_graphics.asm,JP	XEQ
379,379,395,02bf,02dd,cd 18 05,cd 36 05,call $0518,call $0536,call $0000,agon_gpio.asm,GPIOB_SETMODE:		CALL	SWITCH_A
380,380,,02c2,,d6 02,,sub $02,,sub $00,,
381,381,,02c4,,fb,,ei,,ei,,
382,382,,02c5,,02,,"ld (bc),a",,"ld (bc),a",,
383,383,,02c6,,1b,,dec de,,dec de,,
384,384,,02c7,,03,,inc bc,,inc bc,,
385,385,,02c8,,3b,,dec sp,,dec sp,,
386,386,,02c9,,03,,inc bc,,inc bc,,
387,387,,02ca,,56,,"ld d,(hl)",,"ld d,(hl)",,
388,388,,02cb,,03,,inc bc,,inc bc,,
389,389,,02cc,,82,,"add a,d",,"add a,d",,
390,390,,02cd,,03,,inc bc,,inc bc,,
391,391,,02ce,,9d,,"sbc a,l",,"sbc a,l",,
392,392,,02cf,,03,,inc bc,,inc bc,,
393,393,,02d0,,c4 03 e6,,"call nz,$e603",,"call nz,$0000",,
394,394,,02d3,,03,,inc bc,,inc bc,,
395,395,,02d4,,08,,"ex af,af'",,"ex af,af'",,
396,396,,02d5,,04,,inc b,,inc b,,
397,397,411,02d6,02f4,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
398,398,412,02d7,02f5,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
399,399,413,02d8,02f6,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
400,400,414,02d9,02f7,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
401,401,415,02da,02f8,ed 38 9b,ed 38 9b,"in0 a,($9b)","in0 a,($9b)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
402,402,416,02dd,02fb,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
403,403,417,02de,02fc,ed 39 9b,ed 39 9b,"out0 ($9b),a","out0 ($9b),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
404,404,418,02e1,02ff,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
405,405,419,02e2,0300,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
406,406,420,02e3,0301,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
407,407,421,02e4,0302,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
408,408,422,02e5,0303,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
409,409,423,02e6,0304,ed 38 9c,ed 38 9c,"in0 a,($9c)","in0 a,($9c)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
410,410,424,02e9,0307,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
411,411,425,02ea,0308,ed 39 9c,ed 39 9c,"out0 ($9c),a","out0 ($9c),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
412,412,426,02ed,030b,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
413,413,427,02ee,030c,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
414,414,428,02ef,030d,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
415,415,429,02f0,030e,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
416,416,430,02f1,030f,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
417,417,431,02f2,0310,ed 38 9d,ed 38 9d,"in0 a,($9d)","in0 a,($9d)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
418,418,432,02f5,0313,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
419,419,433,02f6,0314,ed 39 9d,ed 39 9d,"out0 ($9d),a","out0 ($9d),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
420,420,434,02f9,0317,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
421,421,435,02fa,0318,c9,c9,ret,ret,ret,agon_gpio.asm,RET
422,422,436,02fb,0319,ed 38 9b,ed 38 9b,"in0 a,($9b)","in0 a,($9b)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
423,423,437,02fe,031c,b0,b0,or b,or b,or b,agon_gpio.asm,OR      VAL
424,424,438,02ff,031d,ed 39 9b,ed 39 9b,"out0 ($9b),a","out0 ($9b),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
425,425,439,0302,0320,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
426,426,440,0303,0321,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
427,427,441,0304,0322,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
428,428,442,0305,0323,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
429,429,443,0306,0324,ed 38 9c,ed 38 9c,"in0 a,($9c)","in0 a,($9c)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
430,430,444,0309,0327,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
431,431,445,030a,0328,ed 39 9c,ed 39 9c,"out0 ($9c),a","out0 ($9c),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
432,432,446,030d,032b,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
433,433,447,030e,032c,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
434,434,448,030f,032d,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
435,435,449,0310,032e,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
436,436,450,0311,032f,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
437,437,451,0312,0330,ed 38 9d,ed 38 9d,"in0 a,($9d)","in0 a,($9d)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
438,438,452,0315,0333,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
439,439,453,0316,0334,ed 39 9d,ed 39 9d,"out0 ($9d),a","out0 ($9d),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
440,440,454,0319,0337,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
441,441,455,031a,0338,c9,c9,ret,ret,ret,agon_gpio.asm,RET
442,442,456,031b,0339,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
443,443,457,031c,033a,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
444,444,458,031d,033b,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
445,445,459,031e,033c,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
446,446,460,031f,033d,ed 38 9b,ed 38 9b,"in0 a,($9b)","in0 a,($9b)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
447,447,461,0322,0340,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
448,448,462,0323,0341,ed 39 9b,ed 39 9b,"out0 ($9b),a","out0 ($9b),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
449,449,463,0326,0344,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
450,450,464,0327,0345,ed 38 9c,ed 38 9c,"in0 a,($9c)","in0 a,($9c)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
451,451,465,032a,0348,b0,b0,or b,or b,or b,agon_gpio.asm,OR      VAL
452,452,466,032b,0349,ed 39 9c,ed 39 9c,"out0 ($9c),a","out0 ($9c),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
453,453,467,032e,034c,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
454,454,468,032f,034d,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
455,455,469,0330,034e,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
456,456,470,0331,034f,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
457,457,471,0332,0350,ed 38 9d,ed 38 9d,"in0 a,($9d)","in0 a,($9d)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
458,458,472,0335,0353,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
459,459,473,0336,0354,ed 39 9d,ed 39 9d,"out0 ($9d),a","out0 ($9d),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
460,460,474,0339,0357,c1,c1,pop bc,pop bc,pop bc,agon_gpio.asm,POP     BC
461,461,475,033a,0358,c9,c9,ret,ret,ret,agon_gpio.asm,RET
462,462,476,033b,0359,ed 38 9b,ed 38 9b,"in0 a,($9b)","in0 a,($9b)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
463,463,477,033e,035c,b0,b0,or b,or b,or b,agon_gpio.asm,OR      VAL
464,464,478,033f,035d,ed 39 9b,ed 39 9b,"out0 ($9b),a","out0 ($9b),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
465,465,479,0342,0360,ed 38 9c,ed 38 9c,"in0 a,($9c)","in0 a,($9c)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
466,466,480,0345,0363,b0,b0,or b,or b,or b,agon_gpio.asm,OR      VAL
467,467,481,0346,0364,ed 39 9c,ed 39 9c,"out0 ($9c),a","out0 ($9c),a","out0 ($00),a",agon_gpio.asm,"OUT0    (REG), A"
468,468,482,0349,0367,c5,c5,push bc,push bc,push bc,agon_gpio.asm,PUSH    BC
469,469,483,034a,0368,78,78,"ld a,b","ld a,b","ld a,b",agon_gpio.asm,"LD      A, VAL"
470,470,484,034b,0369,2f,2f,cpl,cpl,cpl,agon_gpio.asm,CPL
471,471,485,034c,036a,4f,4f,"ld c,a","ld c,a","ld c,a",agon_gpio.asm,"LD      C, A"
472,472,486,034d,036b,ed 38 9d,ed 38 9d,"in0 a,($9d)","in0 a,($9d)","in0 a,($00)",agon_gpio.asm,"IN0     A, (REG)"
473,473,487,0350,036e,a1,a1,and c,and c,and c,agon_gpio.asm,AND     C
